RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,OWN
252,Henry Ruggs III (LV) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.00%
253,Gabriel Davis (BUF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.70%
254,Kalija Lipscomb (TEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
255,Tre Walker (BUF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
256,CeeDee Lamb (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.10%
257,Tee Higgins (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.30%
258,Brandon Aiyuk (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.90%
259,Michael Pittman Jr. (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.40%
260,John Hightower (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
261,K.J. Hill Jr. (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
262,Antonio Gandy-Golden (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70%
263,Devin Duvernay (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10%
264,KJ Hamler (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30%
265,Cody White (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
266,Malcolm Perry (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
267,Justin Jefferson (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.80%
268,Denzel Mims (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.70%
269,James Proche (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
270,DeVonta Smith (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.70%
271,Khalil Tate (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
272,Laviska Shenault Jr. (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.50%
273,Jalen Reagor (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.10%
274,D.J. Montgomery (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
275,Amon-Ra St. Brown (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.80%
276,Tylan Wallace (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00%
277,Juwan Johnson (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
278,Lynn Bowden Jr. (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60%
279,Tom Kennedy (DET) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
280,Darnell Mooney (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.70%
281,Dezmon Patmon (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
282,Thomas Ives (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
283,Donovan Peoples-Jones (CLE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40%
284,Jauan Jennings (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
285,Quartney Davis (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
286,Easop Winston Jr. (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
287,Joe Reed (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
288,Van Jefferson (LAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40%
289,Kirk Merritt (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
290,Isaiah Coulter (HOU) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
291,Tarik Black (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
292,Ja'Marr Chase (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.10%
293,Marquez Callaway (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%
294,Jaylen Waddle (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.80%
295,Rashod Bateman (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.30%
296,Rondale Moore (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.90%
297,Tyler Vaughns (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
298,Quintez Cephus (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90%
299,Darvin Kidsy (SEA) ,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.00%
300,J.J. Jones (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
301,Derrick Willies (CLE) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
302,Jeff Badet (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
303,Dylan Cantrell (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
304,Austin Proehl (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
305,Daurice Fountain (KC) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
306,Brandon Powell (BUF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
307,Devin Ross (NE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
308,Rico Gafford (ARI) ,2,2,66,33,49,1,1,0,0,0,0,4,0,0,0.00%
309,Cameron Batson (TEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%
310,Keith Kirkwood (CAR) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
311,Devin Gray (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
312,Equanimeous St. Brown (GB) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20%
313,Lance Lenoir Jr. (BUF) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
314,Victor Bolden Jr. (DET) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
315,Deante Burton (DAL) ,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
316,Reggie Davis (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
317,J'Mon Moore (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
318,Jester Weah (CHI) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
319,River Cracraft (SF) ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
320,Saeed Blacknall (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
321,Trinity Benson (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
322,Travis Fulgham (PHI) ,0,3,0,0,0,0,0,0,0,0,0,3,0,0,2.60%
323,David Sills V (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
324,Gary Jennings Jr. (IND) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
325,Cody Thompson (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
326,Jon'Vea Johnson (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
327,Davion Davis (FA) ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.10%
328,DeAndre Thompkins (GB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
329,Lil'Jordan Humphrey (NO) ,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0.10%
330,Johnnie Dixon (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
331,Emanuel Hall (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
332,Whop Philyor (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
333,Juwan Green (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
334,Trenton Irwin (CIN) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
335,Tyron Johnson (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20%
336,Penny Hart (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
337,Stephen Carlson (CLE) ,5,7,51,10.2,21,1,1,0,0,0,0,9,0,0,0.00%
338,Antoine Wesley (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
339,Quinton Bell (TB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
340,Juwann Winfree (GB) ,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
341,Bryan Edwards (LV) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30%
342,Tyler Johnson (TB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50%
343,Chase Claypool (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.90%
344,Terry Godwin (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
345,Cam Phillips (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
346,Janarion Grant (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
347,Caleb Scott (LV) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
348,De'Mornay Pierson-El (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
349,Hakeem Butler (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
350,A.J. Richardson (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
351,Jalen Hurd (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%
352,Shawn Poindexter (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
353,Collin Johnson (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%
354,Anthony Johnson (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
355,Shaq Roland (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
356,Josh Pearson (TB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
357,Jalen McCleskey (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
358,Austin Watkins Jr. (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
359,Jaelon Darden (TB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%
360,D'Wayne Eskridge (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10%
361,Marlon Williams (HOU) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
362,Trevon Grimes (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
363,Chris Blair (GB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
364,Dax Milne (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
365,Cade Johnson (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
366,Cornell Powell (KC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50%
367,Frank Darby (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%
368,Warren Jackson (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
369,Josh Palmer (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60%
370,Ben Skowronek (LAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
371,Damon Hazelton (HOU) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
372,Jonathan Adams Jr. (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
373,Antonio Nunn (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
374,Jacob Harris (LAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20%
375,Terrace Marshall Jr. (CAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40%
376,Darece Roberson Jr. (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
377,Mathew Sexton (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
378,Micah Simon (CAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
379,Simi Fehoko (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30%
380,Kai Locksley (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
381,Racey McMath (TEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
382,Austin Trammell (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
383,Jalen Camp (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
384,T.J. Simmons (TB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
385,Travis Toivonen (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
386,C.J. Saunders (CAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
387,Khalil McClain (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
388,Donte Sylencieux (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
389,Branden Mack (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
390,DeVontres Dukes (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
391,Tim Jones (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
392,Dillon Stoner (LV) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
393,DJ Turner (LV) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
394,Riley Lees (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
395,Connor Wedington (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
396,Tre Nixon (NE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
397,Jhamon Ausbon (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
398,Mike Strachan (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
399,Landen Akers (LAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
400,Blake Proehl (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
401,Myron Mitchell (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
402,Jeremiah Haydel (LAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
403,Brandon Smith (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
404,Rico Bussey (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
405,Bailey Gaither (GB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
406,Isaiah McKoy (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
407,Javon McKinley (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
408,Osirus Mitchell (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
409,Kawaan Baker (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
410,Chris Rowland (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
411,Dez Fitzpatrick (TEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50%
412,Demetric Felton (CLE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70%
413,Dan Chisena (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
414,Andre Baccellia (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
415,Maurice Ffrench (KC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
416,Jeff Cotton (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
417,Dalton Schoen (KC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
418,J.J. Koski (LAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
419,Elijah Moore (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.50%
420,Siaosi Mariner (LV) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
421,Josh Hammond (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
422,Matt Cole (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
423,JoJo Ward (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
424,Dyami Brown (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90%
425,Brennan Eagles (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
426,Marquez Stevenson (BUF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
427,Amari Rodgers (GB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40%
428,Nico Collins (HOU) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90%
429,Ihmir Smith-Marsette (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70%
430,Eli Stove (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
431,Josh Imatorbhebhe (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
432,Shi Smith (CAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60%
433,Tutu Atwell (LAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70%
434,Anthony Schwartz (CLE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50%
435,Dazz Newsome (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70%
436,Tamorrion Terry (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
437,Sage Surratt (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
438,Kadarius Toney (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.30%
439,Seth Williams (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70%
440,T.J. Vasher (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
441,Brian Quick (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
442,Patrick Edwards (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
443,Kamar Aiken (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
444,Eron Riley (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
445,Michael Calvin (TEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
446,Andre Holmes (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
447,Jeremy Ross (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
448,Torrey Smith (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
449,A.J. Green (ARI) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.30%
450,Andy Fantuz (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
451,Taj Smith (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
452,Doug Baldwin (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
453,Demario Ballard (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
454,Jeremy Kerley (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
455,Scotty McKnight (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
456,Martavis Bryant (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
457,Kelvin Benjamin (NYG) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10%
458,Rod Streater (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10%
459,Deonte Thompson (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
460,Terrance Williams (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
461,Justin Hunter (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
462,Markus Wheaton (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
463,James Jones (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
464,Lance Long (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
465,Kenny McKinley (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
466,Juaquin Iglesias (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
467,Jordy Nelson (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10%
468,John Standeford (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
469,Brandon Tate (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
470,Brandon Marshall (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.60%
471,Brandon London (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
472,Bobby Wade (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
473,Austin Collie (NE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
474,Darrius Heyward-Bey (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
475,Chris Henry (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
476,Joe Webb III (NYG) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
477,Brandon LaFell (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
478,Dez Bryant (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60%
479,Tyler Grisham (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
480,Todd Watkins (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
481,Jeremy Williams (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
482,Onrea Jones (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
483,Patrick Williams (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
484,Dominique Edison (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
485,Maurice Purify (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
486,Mike Wallace (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
487,Mike Furrey (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
488,Nate Hughes (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
489,Matthew Slater (NE) ,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.10%
490,Marko Mitchell (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
491,Sam Giguere (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
492,Rod Harper (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
493,Pierre Garcon (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
494,Michael Bandy (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
495,Keenan Reynolds (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
496,Mose Frazier (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
497,Alonzo Russell (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
498,Charone Peake (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
499,Max McCaffrey (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
500,Tony Jones (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
501,Josh Doctson (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
502,Leonte Carroo (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
503,Corey Coleman (NYG) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
504,Chad Williams (KC) ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
505,Jamal Agnew (JAC) ,1,2,-2,-2,0,0,0,1,9,0,1,13,0,0,0.10%
506,Tanner Gentry (BUF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
507,Gehrig Dieter (KC) ,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.10%
508,Bug Howard (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
509,Josh Malone (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
510,Trent Taylor (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
511,Taquan Mizzell (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
512,Keon Hatcher (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
513,Marcus Kemp (KC) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10%
514,Isaac Whitney (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
515,Riley McCarron (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
516,Justin Hardee (NYJ) ,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0.40%
517,JoJo Natson (CLE) ,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.00%
518,Rodney Adams (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
519,Tommylee Lewis (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
520,Jake Lampman (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
521,Marken Michel (CAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
522,Andy Jones (SF) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
523,Jaydon Mickens (TB) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
524,Chad Hansen (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
525,Artavis Scott (HOU) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
526,Jehu Chesson (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
527,Shelton Gibson (CAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
528,Noah Brown (DAL) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10%
529,Amara Darboh (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
530,Taywan Taylor (HOU) ,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0.00%
531,Freddie Martino (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10%
532,Kaelin Clay (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
