RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,OWN
255,Jordan Veasy (LV) ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
256,Lawrence Cager (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
257,Steven Sims Jr. (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
258,Austin Mack (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
259,Tyrie Cleveland (DEN) ,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0.00%
260,Trishton Jackson (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
261,Omar Bayless (KC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
262,Binjimen Victor (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
263,Lynn Bowden Jr. (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
264,Aaron Fuller (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
265,Tyler Vaughns (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
266,Joe Reed (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
267,Charleston Rambo (CAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
268,Kalija Lipscomb (TEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
269,Isaiah Hodgins (BUF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
270,Antonio Gandy-Golden (WAS) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10%
271,John Hightower (PHI) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
272,KeeSean Johnson (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
273,Gary Jennings Jr. (KC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
274,Keelan Doss (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
275,Cody Thompson (SEA) ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
276,Bisi Johnson (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
277,Travis Fulgham (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
278,Quinton Bell (ATL) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
279,Kabion Ento (GB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
280,Nsimba Webster (CHI) ,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.00%
281,Alec Pierce (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.00%
282,Skyy Moore (KC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.50%
283,Kyle Philips (TEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70%
284,Slade Bolden (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
285,Christian Watson (GB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.80%
286,Samori Toure (GB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
287,Corey Sutton (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
288,Jerreth Sterns (TB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
289,Jaquarii Roberson (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
290,Dontario Drummond (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
291,Romeo Doubs (GB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10%
292,Jalen Tolbert (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.20%
293,Erik Ezukanma (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%
294,Khalil Shakir (BUF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50%
295,Calvin Austin III (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00%
296,Brayden Lenius (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
297,Jameson Williams (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.70%
298,Kalil Pimpleton (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
299,Jalen Virgil (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
300,Stanley Berryhill III (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
301,Tanner Conner (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
302,Velus Jones Jr. (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30%
303,Kaylon Geiger (TB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
304,Josh Johnson (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
305,Tyler Snead (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
306,Danny Gray (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90%
307,Jalen Nailor (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
308,Calvin Jackson Jr. (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
309,DeVonte Dedmon (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
310,Deven Thompkins (TB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
311,Thomas Hennigan (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
312,Bo Melton (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
313,Tay Martin (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
314,Travell Harris (CLE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
315,Drake London (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.20%
316,David Bell (CLE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50%
317,Jahan Dotson (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.50%
318,Devon Williams (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
319,Simi Fehoko (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
320,Mathew Sexton (KC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
321,Michael Bandy (LAC) ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
322,Blake Proehl (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
323,Travis Toivonen (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
324,Tim Jones (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
325,Dillon Stoner (LV) ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
326,DJ Turner (LV) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
327,Landen Akers (LAR) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
328,Myron Mitchell (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
329,Brandon Smith (DAL) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10%
330,Osirus Mitchell (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
331,Kawaan Baker (NO) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
332,Tre Nixon (NE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
333,Jalen Camp (HOU) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
334,Lance McCutcheon (LAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
335,Kekoa Crawford (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
336,Dennis Houston (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
337,Mike Harley Jr. (CLE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
338,Jack Sorenson (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
339,Kendric Pryor (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
340,Kwamie Lassiter II (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
341,Neil Pau'u (BUF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
342,Andre Miller (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
343,Rodney Williams (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
344,Tyreik McAllister (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
345,Kaden Davis (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
346,Raleigh Webb (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
347,Ethan Fernea (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
348,Shemar Bridges (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
349,Kevin Shaa (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
350,Rashid Shaheed (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
351,Tyshaun James (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
352,Jared Bernhardt (ATL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
353,Lujuan Winningham (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
354,Samson Nacua (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
355,Michael Young Jr. (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
356,Brandon Lewis (TEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
357,Jared Smart (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
358,Ryan McDaniel (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
359,Keric Wheatfall (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
360,Kameron Brown (TB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
361,Kevin Kassis (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
362,Irvin Charles (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
363,Keshunn Abram (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
364,Justin Hall (LV) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
365,Chris Pierce Jr. (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
366,Jontre Kirklin (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
367,Dai'Jean Dixon (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
368,Isaiah Weston (CLE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
369,Gerrit Prince (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
370,Britain Covey (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
371,Brandon Johnson (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
372,Jequez Ezzard (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
373,Taysir Mack (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
374,Trevon Bradford (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
375,Johnny Johnson III (HOU) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
376,Braylon Sanders (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
377,JaVonta Payton (ARI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
378,Danny Davis (GB) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
379,Kyric McGowan (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
380,Stone Smartt (LAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
381,Andrew Parchment (CAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
382,Ra'Shaun Henry (CAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
383,Derek Wright (CAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
384,Trevon Clark (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
385,Drew Estrada (HOU) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
386,Dareke Young (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
387,Montrell Washington (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
388,Devon Allen (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
389,Wan'Dale Robinson (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10%
390,Ty Fryfogle (DAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
391,George Pickens (PIT) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.60%
392,Jaivon Heiligh (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
393,Tyquan Thornton (NE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70%
394,Treylon Burks (TEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.20%
395,John Metchie III (HOU) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90%
396,Garrett Wilson (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.60%
397,Kevin Austin Jr. (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
398,Makai Polk (BAL) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
399,Warren Jackson (LAR) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
400,Cornell Powell (KC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
401,Cade Johnson (SEA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
402,Daurice Fountain (KC) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
403,Demario Ballard (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
404,Patrick Edwards (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
405,Eron Riley (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
406,John Brown (FA) ,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1.10%
407,Jordan Matthews (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
408,Marko Mitchell (MIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
409,Lance Long (SF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
410,Kenny McKinley (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
411,Bobby Wade (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
412,Chris Henry (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
413,Matthew Slater (NE) ,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.00%
414,Onrea Jones (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
415,Taj Smith (IND) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
416,Nate Hughes (JAC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
417,Rod Harper (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
418,Mike Furrey (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
419,Maurice Purify (CIN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
420,Sam Giguere (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
421,Marken Michel (WAS) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
422,Jake Lampman (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
423,Amara Darboh (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
424,Cody Core (MIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
425,Geronimo Allison (ATL) ,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
426,Jester Weah (CHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
427,Robert Foster (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
428,Javon Wims (CLE) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
429,Richie James Jr. (NYG) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
430,Trey Quinn (DEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
431,Deon Cain (PHI) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
432,River Cracraft (MIA) ,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
433,David Moore (CHI) ,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
434,Tanner Gentry (BUF) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
435,Ryan Switzer (FA) ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
436,Josh Malone (TEN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
437,Rodney Adams (FA) ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
438,Justin Hardee (NYJ) ,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.00%
439,JoJo Natson (FA) ,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
440,Michael Thomas (NO) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.30%
441,Allen Hurns (FA) ,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.00%
442,Corey Coleman (KC) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
443,Devin Funchess (DET) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
444,Ty Montgomery (NE) ,16,26,95,5.9,21,0,0,15,44,0,0,14,0,0,0.10%
445,Devin Smith (FA) ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
446,Alex Bachman (NYG) ,0,0,0,0,0,0,0,1,-3,0,0,2,-0.3,-0.2,0.00%
447,Malik Taylor (GB) ,2,3,14,7,7,0,0,0,0,0,1,7,-0.6,-0.1,0.00%
448,Racey McMath (TEN) ,2,6,8,4,9,0,0,0,0,0,1,6,-1.2,-0.2,0.10%
449,Travis Benjamin (FA) ,0,5,0,0,0,0,0,0,0,0,1,5,-2,-0.4,0.00%
450,J.J. Koski (LAR) ,0,0,0,0,0,0,0,0,0,0,1,3,-2,-0.7,0.00%
451,Diontae Spencer (FA) ,1,4,-3,-3,0,0,0,0,0,0,2,15,-4.3,-0.3,0.00%
